base_data_set	auth_data_set	window_size	token_size	threshold	base_model_size	auth_model_size	probability
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.8239842506341319
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.8473560170783565
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.8225213483944096
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.8018890900458283
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7830954351541809
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.805954725964082
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7602655299168579
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7530758460084936
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.8288667205644502
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.6850322021511424
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.8287459006153695
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.805770328669715
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.8044607497005031
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.811642664917028
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.6686276615662939
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.8523031117540282
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.8329856209706116
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.8180395527199493
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.8042622570115487
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.6727743636546926
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.8304232897188605
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7524952850672515
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7556700635184209
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7699161644457478
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.6553833645542315
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.8094423376284677
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.8090692528882323
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7324861466106438
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.7835490060847414
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.4738987899665461
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.667505239043046
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.5415878221301103
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	2000	0.5877354755010332
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.7698391152323986
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.5288911155762848
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	2000	0.4227104495122255
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.871978864492739
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7961411251530628
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	2000	0.7683439867203461
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.9606846235855675
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8316509433150637
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.7742367521637948
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8160818571572355
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.9013205953722316
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8455023642655843
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	4000	1.0
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8203583512987765
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8517721625139321
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.857067717729424
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8522019869096275
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8234633981719706
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8685726771028975
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8842431405053124
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8915540357248163
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8365727842395481
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8278583534359427
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8916922003050033
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8928362271176609
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8402278083533291
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8399414556440491
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8559703040735965
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8582004383848633
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8636589303625338
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.7889163895327409
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8413359264779212
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.7552635969319907
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8473794623128713
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8711060904026918
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8402166863018407
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8552585640003257
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.8608380665803763
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.7173551945027445
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8749397368766385
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.87094594139534
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.874493725620682
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8565572574734686
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.7151454348375206
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.842097673907337
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.7863447906762555
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.7929886964166744
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.7648002526336595
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8756580279287246
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.7581867297819022
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.8041479120248171
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.7543195696275703
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.7012543078511684
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	4000	0.7023095550552865
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.816724823043796
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.6097504220299116
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	4000	0.5371740038006545
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.9015333070080377
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.850581586979156
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	4000	0.8022985662545754
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	1.0
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8316509433150637
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8245223620363822
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8278664924919761
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.9114481033713252
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8564077698768155
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	6000	1.0
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8482569146791998
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8609572492726769
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8665789062352702
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8643134869186345
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8685726771028975
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.9033669157150453
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.9018572206067494
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8583198091365527
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8073168630986574
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.907135764939064
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8933355075600768
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8560029018403715
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8534507139661308
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8610807155402449
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8690233611936369
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8314902822881018
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8522019798448409
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8473794623128713
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8912661102191262
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8658139190111048
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8715337722967076
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8457529579758398
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8890082139173187
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8952643235676667
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8923851381819624
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8821407088591697
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.36902777777777773
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8466508631143685
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8116100628847664
D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.7722340822771723
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.894318883686441
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8041479120248171
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.8236056378167732
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.737031831403588
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	6000	0.7134139087835887
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.8334252241716354
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.5647498525076726
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	6000	0.5703075854461275
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.912406920528618
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.8698267935141664
D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	6000	0.7656523725611594
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	8000	1.0
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	8000	0.8316509433150637
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	8000	0.8448521103780758
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	8000	0.832517214141518
D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	8000	0.9194544432009486
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	8000	0.8564077698768155
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	8000	1.0
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	8000	0.8540862149329642
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\3-30-15_timdee_07924e50.csv	3	7	5000	6000	8000	0.8610547648376405
D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	D:\research\linker\data_sets\4-2-15_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	8000	0.8713132584787429
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\02-25-14_IanRichardson_015d4a82904c0c07.csv	3	7	5000	6000	8000	0.8643134869186345
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-15_timdee_07924e50.csv	3	7	5000	6000	8000	0.8685726771028975
D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	D:\research\linker\data_sets\2-2-26_timdee_07924e50.csv	3	7	5000	6000	8000	0.9148245531056478
